Customer ID,gross_invoicing,credit_notes,n_invoices,last_activity,top_line_concentration,net_ledger,funding_in_use,dilution_rate,days_since_activity,dilution_component,concentration_component,dormancy_component,risk_score,priority
17265,562.9,0.0,2,2011-07-24 10:49:00,0.043968733345176765,562.9,450.32,0.0,138,0.0,0.011,0.25,0.261,117.53
17266,517.73,0.0,5,2011-12-07 14:12:00,0.06914801151179185,517.73,414.184,0.0,1,0.0,0.0173,0.0028,0.0201,8.33
17267,317.62,0.0,2,2011-08-04 17:22:00,0.21251810339399282,317.62,254.096,0.0,126,0.0,0.0531,0.25,0.3031,77.02
17268,1733.8899999999999,0.0,11,2011-08-24 10:06:00,0.1842792795390711,1733.8899999999999,1387.112,0.0,107,0.0,0.0461,0.25,0.2961,410.72
17269,537.46,0.0,1,2010-11-19 11:12:00,0.07749413909872362,537.46,429.9680000000001,0.0,385,0.0,0.0194,0.25,0.2694,115.83
17270,604.4,0.0,2,2010-08-27 14:09:00,0.2895433487756453,604.4,483.52,0.0,468,0.0,0.0724,0.25,0.3224,155.89
17271,210.39,0.0,1,2009-12-03 13:49:00,0.05988877798374448,210.39,168.312,0.0,735,0.0,0.015,0.25,0.265,44.6
17272,2148.63,4.1,5,2011-10-28 16:37:00,0.07330252300302983,2144.53,1715.6240000000003,0.001908192662301094,41,0.0032,0.0183,0.1139,0.1354,232.3
17273,141.12,0.0,1,2010-10-11 15:57:00,0.14030612244897958,141.12,112.89600000000002,0.0,423,0.0,0.0351,0.25,0.2851,32.19
17274,577.38,0.0,2,2011-11-04 13:16:00,0.04600090062004226,577.38,461.904,0.0,34,0.0,0.0115,0.0944,0.1059,48.92
17275,114.52,0.0,1,2010-11-21 13:26:00,0.17420537897310515,114.52,91.616,0.0,382,0.0,0.0436,0.25,0.2936,26.9
17276,508.39,57.05,2,2010-11-05 10:42:00,0.20004327386455278,451.34,361.072,0.11221699876079387,399,0.187,0.05,0.25,0.487,175.84
17277,1065.3500000000001,0.0,2,2011-04-26 12:47:00,0.08363448631905009,1065.3500000000001,852.2800000000002,0.0,227,0.0,0.0209,0.25,0.2709,230.88
17278,271.24,0.0,2,2011-04-12 13:10:00,0.14728653590915794,271.24,216.99200000000002,0.0,240,0.0,0.0368,0.25,0.2868,62.23
17279,187.82999999999998,0.0,1,2011-10-13 11:58:00,0.4386945642336156,187.82999999999998,150.26399999999998,0.0,57,0.0,0.1097,0.1583,0.268,40.27
17280,118.85999999999999,0.0,1,2010-09-27 16:46:00,0.27763755678950025,118.85999999999999,95.088,0.0,437,0.0,0.0694,0.25,0.3194,30.37
17281,797.8499999999999,0.0,6,2010-11-30 18:05:00,0.8589960518894529,797.8499999999999,638.28,0.0,373,0.0,0.2147,0.25,0.4647,296.61
17282,2339.66,0.0,5,2011-08-01 14:29:00,0.22937948248890866,2339.66,1871.728,0.0,129,0.0,0.0573,0.25,0.3073,575.18
17283,188.46,0.0,1,2010-11-26 11:53:00,0.2639817467897697,188.46,150.768,0.0,378,0.0,0.066,0.25,0.316,47.64
17284,2793.16,464.94,11,2011-10-10 14:38:00,0.08215068238124562,2328.22,1862.576,0.16645662976700226,59,0.2774,0.0205,0.1639,0.4618,860.14
17285,428.34,0.0,2,2010-03-21 13:38:00,0.06093290376803474,428.34,342.672,0.0,627,0.0,0.0152,0.25,0.2652,90.88
17286,395.48,0.0,3,2011-11-18 12:47:00,0.18205724688985536,395.48,316.384,0.0,21,0.0,0.0455,0.0583,0.1038,32.84
17287,4111.96,16.25,23,2011-11-13 13:27:00,0.06821564412105176,4095.71,3276.568,0.003951886691504781,25,0.0066,0.0171,0.0694,0.0931,305.05
17288,2499.98,0.0,11,2011-11-30 16:09:00,0.05616044928359427,2499.98,1999.9840000000002,0.0,8,0.0,0.014,0.0222,0.0362,72.4
17289,2079.39,9.5,11,2011-11-08 12:01:00,0.05770923203439471,2069.89,1655.912,0.0045686475360562475,31,0.0076,0.0144,0.0861,0.1081,179.0
17290,1501.44,0.0,8,2011-12-06 12:38:00,0.09135230179028132,1501.44,1201.152,0.0,3,0.0,0.0228,0.0083,0.0311,37.36
17291,550.8000000000001,0.0,1,2011-02-04 13:04:00,1.0,550.8000000000001,440.6400000000001,0.0,307,0.0,0.25,0.25,0.5,220.32
17292,271.75,0.0,2,2010-08-24 17:14:00,0.2808463661453542,271.75,217.4,0.0,471,0.0,0.0702,0.25,0.3202,69.61
17293,3774.23,0.0,17,2011-12-01 14:37:00,0.10388344112573956,3774.23,3019.384,0.0,7,0.0,0.026,0.0194,0.0454,137.08
17294,467.78999999999996,0.0,2,2010-02-08 16:12:00,0.2616558712242673,467.78999999999996,374.23199999999997,0.0,668,0.0,0.0654,0.25,0.3154,118.03
17295,556.95,0.0,3,2011-11-11 10:49:00,0.0538647993536224,556.95,445.56000000000006,0.0,28,0.0,0.0135,0.0778,0.0913,40.68
17296,338.13,0.0,1,2009-12-09 14:01:00,0.15082956259426847,338.13,270.504,0.0,729,0.0,0.0377,0.25,0.2877,77.82
17297,131.78,0.0,1,2011-11-22 14:43:00,0.07550462892699954,131.78,105.424,0.0,16,0.0,0.0189,0.0444,0.0633,6.67
17298,957.5600000000001,5.04,6,2011-08-30 16:43:00,0.14526504866535778,952.5200000000001,762.0160000000001,0.005263377751785789,100,0.0088,0.0363,0.25,0.2951,224.87
17299,1016.08,0.0,6,2011-11-28 12:01:00,0.06653019447287614,1016.08,812.864,0.0,11,0.0,0.0166,0.0306,0.0472,38.37
17300,393.64,0.0,2,2010-11-14 10:56:00,0.09907529722589169,393.64,314.91200000000003,0.0,390,0.0,0.0248,0.25,0.2748,86.54
17301,330.43,0.0,2,2011-11-18 13:43:00,0.09442241927185789,330.43,264.344,0.0,20,0.0,0.0236,0.0556,0.0792,20.94
17302,1135.63,15.7,6,2011-11-25 09:36:00,0.15520019724734288,1119.93,895.9440000000001,0.013824925371820045,14,0.023,0.0388,0.0389,0.1007,90.22
17303,250.04,0.0,1,2010-12-13 13:32:00,0.0811070228763398,250.04,200.032,0.0,360,0.0,0.0203,0.25,0.2703,54.07
17304,111.5,0.0,1,2010-06-23 16:23:00,0.47085201793721976,111.5,89.2,0.0,533,0.0,0.1177,0.25,0.3677,32.8
17305,2135.46,0.0,1,2010-03-01 12:47:00,0.27862849222181635,2135.46,1708.3680000000002,0.0,648,0.0,0.0697,0.25,0.3197,546.17
17306,9782.35,30.580000000000002,23,2011-11-29 12:14:00,0.21511395523570512,9751.77,7801.416000000001,0.003126038221899646,10,0.0052,0.0538,0.0278,0.0868,677.16
17307,3999.8900000000003,774.22,15,2010-12-09 15:24:00,0.17172472242986683,3225.67,2580.536,0.19356032290887998,364,0.3226,0.0429,0.25,0.6155,1588.32
17308,4511.76,0.0,2,2010-11-11 13:19:00,0.42036810468641944,4511.76,3609.4080000000004,0.0,392,0.0,0.1051,0.25,0.3551,1281.7
17309,330.59000000000003,0.0,3,2011-09-05 15:20:00,0.11570222934753016,330.59000000000003,264.47200000000004,0.0,94,0.0,0.0289,0.25,0.2789,73.76
17310,1025.1,0.0,2,2010-11-17 16:00:00,1.0,1025.1,820.0799999999999,0.0,386,0.0,0.25,0.25,0.5,410.04
17311,3566.56,75.9,7,2011-09-22 14:11:00,0.04037503925351039,3490.66,2792.5280000000002,0.021281010273204434,77,0.0355,0.0101,0.2139,0.2595,724.66
17312,644.3,0.0,3,2011-07-24 11:52:00,0.7873661337886078,644.3,515.4399999999999,0.0,138,0.0,0.1968,0.25,0.4468,230.3
17313,2328.84,40.71,2,2011-11-22 09:23:00,0.09646004019168342,2288.13,1830.5040000000001,0.017480805894780235,17,0.0291,0.0241,0.0472,0.1004,183.78
17314,4904.43,389.73,22,2011-11-15 09:41:00,0.0284232826240766,4514.700000000001,3611.7600000000007,0.07946489194462965,24,0.1324,0.0071,0.0667,0.2062,744.74
17315,9650.6,92.05000000000001,49,2011-12-09 11:58:00,0.04687791432657037,9558.550000000001,7646.840000000001,0.009538267050753321,0,0.0159,0.0117,0.0,0.0276,211.05
17316,124.45,0.0,1,2010-10-15 14:35:00,0.09562073121735637,124.45,99.56,0.0,419,0.0,0.0239,0.25,0.2739,27.27
17317,2600.34,76.32000000000001,5,2011-10-24 17:26:00,0.23939177184522023,2524.02,2019.2160000000001,0.029350008075867004,45,0.0489,0.0598,0.125,0.2337,471.89
17318,164.28,0.0,1,2009-12-14 13:11:00,0.18066715364012662,164.28,131.424,0.0,724,0.0,0.0452,0.25,0.2952,38.8
17319,29.1,0.0,1,2010-02-08 15:47:00,0.4329896907216495,29.1,23.28,0.0,668,0.0,0.1082,0.25,0.3582,8.34
17320,2895.77,0.0,6,2011-08-31 13:31:00,0.0657510782969642,2895.77,2316.616,0.0,99,0.0,0.0164,0.25,0.2664,617.15
17321,1741.18,0.0,6,2011-12-01 13:41:00,0.04588842049644494,1741.18,1392.9440000000002,0.0,7,0.0,0.0115,0.0194,0.0309,43.04
17322,922.59,21.950000000000003,7,2010-11-28 14:41:00,0.055279159756771695,900.64,720.5120000000001,0.02379171679727723,375,0.0397,0.0138,0.25,0.3035,218.68
17323,1565.59,12.08,14,2011-11-24 17:29:00,0.05721165822469485,1553.51,1242.808,0.007715940955167062,14,0.0129,0.0143,0.0389,0.0661,82.15
17324,2301.87,153.0,13,2011-11-22 10:34:00,0.13293539600411838,2148.87,1719.096,0.06646769800205919,17,0.1108,0.0332,0.0472,0.1912,328.69
17325,609.5699999999999,0.0,3,2011-03-04 13:09:00,0.05561297307938383,609.5699999999999,487.65599999999995,0.0,279,0.0,0.0139,0.25,0.2639,128.69
17326,321.95,0.0,2,2010-10-27 15:38:00,0.052647926696692035,321.95,257.56,0.0,407,0.0,0.0132,0.25,0.2632,67.79
17327,152.35,0.0,2,2010-10-26 09:54:00,0.6974072858549393,152.35,121.88,0.0,409,0.0,0.1744,0.25,0.4244,51.73
17328,104.7,0.0,1,2010-02-04 17:11:00,0.7163323782234957,104.7,83.76,0.0,672,0.0,0.1791,0.25,0.4291,35.94
17329,1004.4300000000001,0.0,5,2011-11-25 14:24:00,0.06827753053970909,1004.4300000000001,803.5440000000001,0.0,13,0.0,0.0171,0.0361,0.0532,42.75
17330,423.8,0.0,4,2011-11-17 08:56:00,0.37376120811703634,423.8,339.04,0.0,22,0.0,0.0934,0.0611,0.1545,52.38
17331,175.2,0.0,1,2011-08-08 11:55:00,1.0,175.2,140.16,0.0,123,0.0,0.25,0.25,0.5,70.08
17332,838.27,0.0,5,2010-06-29 16:10:00,0.06889188447636203,838.27,670.616,0.0,527,0.0,0.0172,0.25,0.2672,179.19
17333,494.25,0.0,1,2011-09-15 10:11:00,0.08012139605462822,494.25,395.40000000000003,0.0,85,0.0,0.02,0.2361,0.2561,101.26
17334,635.15,0.42,4,2011-02-11 16:34:00,0.1473667637565929,634.73,507.78400000000005,0.0006612611194206093,300,0.0011,0.0368,0.25,0.2879,146.19
17335,508.0,0.0,2,2010-11-21 10:17:00,0.10039370078740158,508.0,406.40000000000003,0.0,383,0.0,0.0251,0.25,0.2751,111.8
17336,81.12,0.0,1,2010-08-24 15:37:00,1.0,81.12,64.896,0.0,471,0.0,0.25,0.25,0.5,32.45
17337,2027.8700000000001,83.55000000000001,7,2011-07-11 14:56:00,0.018911468683889994,1944.3200000000002,1555.4560000000001,0.04120086593322057,150,0.0687,0.0047,0.25,0.3234,503.03
17338,12142.57,106.0,20,2011-11-22 14:23:00,0.037170878981961815,12036.57,9629.256,0.008729618194500835,16,0.0145,0.0093,0.0444,0.0682,656.72
17339,362.36,59.0,4,2011-09-06 13:29:00,0.22850204216800973,303.36,242.68800000000002,0.16282150347720498,93,0.2714,0.0571,0.25,0.5785,140.4
17340,22404.82,993.18,30,2011-11-30 17:12:00,0.037491932539516055,21411.64,17129.312,0.04432885423761494,8,0.0739,0.0094,0.0222,0.1055,1807.14
17341,1889.83,0.0,5,2011-07-06 12:33:00,0.04317848695385299,1889.83,1511.864,0.0,156,0.0,0.0108,0.25,0.2608,394.29
17342,1227.54,71.7,7,2010-11-30 14:08:00,0.1383254313505059,1155.84,924.672,0.05840950193069065,373,0.0973,0.0346,0.25,0.3819,353.13
17343,1259.94,0.0,6,2010-12-19 15:07:00,0.09429020429544262,1259.94,1007.9520000000001,0.0,354,0.0,0.0236,0.25,0.2736,275.78
17344,468.11,13.5,3,2011-10-24 12:56:00,0.17303625216295315,454.61,363.68800000000005,0.028839375360492192,45,0.0481,0.0433,0.125,0.2164,78.7
17345,1604.68,120.3,12,2011-11-24 15:03:00,0.03813844504823391,1484.38,1187.5040000000001,0.0749682179624598,14,0.1249,0.0095,0.0389,0.1733,205.79
17346,5323.0,64.98,27,2011-12-06 12:18:00,0.03841630659402592,5258.02,4206.416,0.012207401841067068,3,0.0203,0.0096,0.0083,0.0382,160.69
17347,228.96,0.0,1,2011-09-14 13:12:00,1.0,228.96,183.168,0.0,85,0.0,0.25,0.2361,0.4861,89.04
17348,2476.41,0.0,9,2011-11-25 11:25:00,0.03398064133160503,2476.41,1981.128,0.0,14,0.0,0.0085,0.0389,0.0474,93.91
17349,852.25,0.0,5,2011-06-13 14:29:00,0.14291581108829568,852.25,681.8000000000001,0.0,178,0.0,0.0357,0.25,0.2857,194.79
17350,1906.041,29.88,8,2011-12-01 15:47:00,0.06402800359488595,1876.1609999999998,1500.9288,0.015676472856564996,7,0.0261,0.016,0.0194,0.0615,92.31
17351,1988.23,0.0,12,2011-11-03 18:45:00,0.30793721048369654,1988.23,1590.584,0.0,35,0.0,0.077,0.0972,0.1742,277.08
17352,36.25,0.0,1,2010-01-12 16:13:00,0.28137931034482755,36.25,29.0,0.0,695,0.0,0.0703,0.25,0.3203,9.29
17353,3242.0,86.45,7,2011-08-02 17:19:00,0.22362739049969155,3155.55,2524.4400000000005,0.026665638494756325,128,0.0444,0.0559,0.25,0.3503,884.31
17354,3143.46,0.0,4,2011-10-20 10:34:00,0.08589261514382242,3143.46,2514.768,0.0,50,0.0,0.0215,0.1389,0.1604,403.37
17355,285.11,0.0,1,2010-11-18 13:18:00,0.22359790957875905,285.11,228.08800000000002,0.0,385,0.0,0.0559,0.25,0.3059,69.77
17356,946.47,0.0,5,2011-02-01 11:07:00,0.0836793559225332,946.47,757.176,0.0,311,0.0,0.0209,0.25,0.2709,205.12
17357,388.14,0.0,2,2011-11-15 16:30:00,0.19441438656154994,388.14,310.512,0.0,23,0.0,0.0486,0.0639,0.1125,34.93
17358,866.05,0.0,5,2011-02-09 16:57:00,0.034640032330696846,866.05,692.84,0.0,302,0.0,0.0087,0.25,0.2587,179.24
17359,284.46,0.0,2,2011-11-28 14:37:00,0.08964353511917318,284.46,227.56799999999998,0.0,10,0.0,0.0224,0.0278,0.0502,11.42
17360,1231.3799999999999,29.95,7,2011-11-22 13:11:00,0.057861911026653015,1201.4299999999998,961.1439999999999,0.024322305056115903,16,0.0405,0.0145,0.0444,0.0994,95.54
17361,880.64,0.0,5,2011-10-21 15:43:00,0.1021984011627907,880.64,704.5120000000001,0.0,48,0.0,0.0255,0.1333,0.1588,111.88
17362,1024.04,13.5,8,2011-04-14 14:43:00,0.0585914612710441,1010.54,808.432,0.013183078785984922,238,0.022,0.0146,0.25,0.2866,231.7
17363,940.86,0.0,3,2010-11-09 17:11:00,0.28006292115723913,940.86,752.6880000000001,0.0,394,0.0,0.07,0.25,0.32,240.86
17364,12070.42,385.87,31,2011-12-09 09:00:00,0.02969822094011642,11684.55,9347.64,0.03196823308550987,0,0.0533,0.0074,0.0,0.0607,567.4
17365,8224.98,19.15,16,2011-11-27 12:13:00,0.017252321586192304,8205.83,6564.664000000001,0.0023282731386580877,12,0.0039,0.0043,0.0333,0.0415,272.43
17366,1096.24,1.65,3,2010-11-12 16:55:00,0.09014449390644386,1094.59,875.672,0.001505144858790046,391,0.0025,0.0225,0.25,0.275,240.81
17367,168.4,0.0,1,2011-04-15 14:21:00,0.1033254156769596,168.4,134.72,0.0,237,0.0,0.0258,0.25,0.2758,37.16
17368,2826.14,612.9,16,2011-11-16 15:26:00,0.19772551961332419,2213.24,1770.5919999999999,0.21686823724231638,22,0.3614,0.0494,0.0611,0.4719,835.54
17369,979.1999999999999,0.0,1,2010-09-10 09:49:00,1.0,979.1999999999999,783.36,0.0,455,0.0,0.25,0.25,0.5,391.68
17370,446.18,0.0,4,2011-09-28 10:14:00,0.08875341790308842,446.18,356.944,0.0,72,0.0,0.0222,0.2,0.2222,79.31
17371,662.55,0.0,6,2011-11-22 13:30:00,0.1199909440796921,662.55,530.04,0.0,16,0.0,0.03,0.0444,0.0744,39.43
17372,4377.56,52.13,31,2011-10-30 11:37:00,0.045150723233947684,4325.43,3460.3440000000005,0.011908460420873727,40,0.0198,0.0113,0.1111,0.1422,492.06
17373,1167.5,0.0,7,2011-10-30 15:28:00,0.09558886509635973,1167.5,934.0,0.0,39,0.0,0.0239,0.1083,0.1322,123.47
17374,727.11,15.9,4,2011-05-05 09:05:00,0.08746957131658209,711.21,568.9680000000001,0.021867392829145522,218,0.0364,0.0219,0.25,0.3083,175.41
17375,660.55,27.6,5,2011-06-02 17:30:00,0.06434032245855727,632.9499999999999,506.35999999999996,0.04178336234955719,189,0.0696,0.0161,0.25,0.3357,169.99
17376,453.64,0.0,4,2011-09-30 12:36:00,0.12895688210916145,453.64,362.91200000000003,0.0,70,0.0,0.0322,0.1944,0.2266,82.24
17377,18319.41,468.0,91,2011-11-16 11:17:00,0.1021375688409179,17851.41,14281.128,0.025546674265164653,23,0.0426,0.0255,0.0639,0.132,1885.11
17378,10.95,10.95,2,2010-11-30 18:46:00,1.0,0.0,0.0,1.0,373,0.5,0.25,0.25,1.0,0.0
17379,404.66,0.0,1,2011-11-28 13:56:00,0.05708496021351258,404.66,323.72800000000007,0.0,10,0.0,0.0143,0.0278,0.0421,13.63
17380,645.0,1.25,4,2010-10-01 16:42:00,0.46511627906976744,643.75,515.0,0.001937984496124031,433,0.0032,0.1163,0.25,0.3695,190.29
17381,40002.37,3.18,39,2011-12-01 11:59:00,0.10831608227212536,39999.19,31999.352000000003,7.949528990407318e-05,8,0.0001,0.0271,0.0222,0.0494,1580.77
17382,902.28,0.0,8,2011-10-05 13:05:00,0.20268652746375845,902.28,721.8240000000001,0.0,64,0.0,0.0507,0.1778,0.2285,164.94
17383,309.99,0.0,2,2011-12-05 17:36:00,0.3530759056743765,309.99,247.99200000000002,0.0,3,0.0,0.0883,0.0083,0.0966,23.96
17384,507.55,0.0,3,2011-11-20 15:48:00,0.7268249433553345,507.55,406.04,0.0,18,0.0,0.1817,0.05,0.2317,94.08
17385,261.11,0.0,1,2011-11-25 11:02:00,0.09574508827697138,261.11,208.88800000000003,0.0,14,0.0,0.0239,0.0389,0.0628,13.12
17386,2812.77,0.0,7,2011-12-02 11:28:00,0.30281892938277927,2812.77,2250.216,0.0,7,0.0,0.0757,0.0194,0.0951,214.0
17387,784.11,0.0,2,2011-11-20 11:00:00,0.06376656336483401,784.11,627.288,0.0,19,0.0,0.0159,0.0528,0.0687,43.09
17388,2691.57,0.0,11,2011-09-23 10:31:00,0.6605289849418741,2691.57,2153.2560000000003,0.0,77,0.0,0.1651,0.2139,0.379,816.08
17389,57224.68,2637.65,77,2011-12-09 09:38:00,0.10543178223102338,54587.03,43669.624,0.04609287461284187,0,0.0768,0.0264,0.0,0.1032,4506.71
17390,149.3,0.0,1,2010-10-15 11:29:00,0.4420629604822506,149.3,119.44000000000001,0.0,420,0.0,0.1105,0.25,0.3605,43.06
17391,508.8,0.0,2,2011-06-29 09:58:00,0.6,508.8,407.04,0.0,163,0.0,0.15,0.25,0.4,162.82
17392,626.56,0.0,3,2011-02-06 12:48:00,0.0837908580183861,626.56,501.248,0.0,306,0.0,0.0209,0.25,0.2709,135.79
17393,381.15,0.0,2,2010-10-25 11:10:00,0.2349993440902532,381.15,304.92,0.0,410,0.0,0.0587,0.25,0.3087,94.13
17394,203.86999999999998,0.0,1,2011-05-04 13:22:00,0.7628390641094815,203.86999999999998,163.096,0.0,218,0.0,0.1907,0.25,0.4407,71.88
17395,97.5,0.0,1,2010-07-19 15:34:00,0.46153846153846156,97.5,78.0,0.0,507,0.0,0.1154,0.25,0.3654,28.5
17396,8807.1,277.5,16,2011-10-31 14:12:00,0.13925128589433522,8529.6,6823.68,0.031508669141942294,38,0.0525,0.0348,0.1056,0.1929,1316.29
17397,1233.18,0.0,3,2011-11-17 14:08:00,0.04841142412299907,1233.18,986.5440000000001,0.0,21,0.0,0.0121,0.0583,0.0704,69.45
17398,653.38,0.0,3,2011-08-17 09:48:00,0.18434907710673726,653.38,522.7040000000001,0.0,114,0.0,0.0461,0.25,0.2961,154.77
17400,4677.05,0.0,8,2011-08-05 15:38:00,0.020677563849007388,4677.05,3741.6400000000003,0.0,125,0.0,0.0052,0.25,0.2552,954.87
17401,114.85,0.0,1,2010-06-16 16:54:00,0.17239878101872008,114.85,91.88,0.0,540,0.0,0.0431,0.25,0.2931,26.93
17402,5096.18,49.099999999999994,26,2011-12-05 10:15:00,0.5005513933966226,5047.08,4037.664,0.009634667535291137,4,0.0161,0.1251,0.0111,0.1523,614.94
17403,400.57,0.0,2,2011-11-03 15:18:00,0.08837406695458973,400.57,320.456,0.0,35,0.0,0.0221,0.0972,0.1193,38.23
17404,47781.12,1774.3,28,2011-12-05 16:26:00,0.05533984971469903,46006.82,36805.456,0.037133913981087084,3,0.0619,0.0138,0.0083,0.084,3091.66
17405,1031.41,64.19,5,2011-12-08 17:12:00,0.06864389525019149,967.22,773.7760000000001,0.06223519260042078,0,0.1037,0.0172,0.0,0.1209,93.55
17406,4905.05,312.95,18,2011-01-13 12:52:00,0.11110997849155461,4592.1,3673.6800000000003,0.0638015922365725,329,0.1063,0.0278,0.25,0.3841,1411.06
17407,552.9,0.0,1,2010-10-24 11:57:00,0.1079761258817146,552.9,442.32,0.0,411,0.0,0.027,0.25,0.277,122.52
17408,316.09000000000003,151.20000000000002,4,2011-06-29 12:53:00,0.47834477522224683,164.89000000000001,131.912,0.47834477522224683,162,0.5,0.1196,0.25,0.8696,114.71
17409,7793.51,0.0,10,2011-06-08 10:36:00,0.11907343417792496,7793.51,6234.808000000001,0.0,184,0.0,0.0298,0.25,0.2798,1744.5
17410,1214.72,0.0,5,2011-11-23 15:46:00,0.09286090621707059,1214.72,971.7760000000001,0.0,15,0.0,0.0232,0.0417,0.0649,63.07
17411,1425.38,138.85,9,2011-11-27 14:25:00,0.1062172894245745,1286.5300000000002,1029.2240000000002,0.0974126197926167,11,0.1624,0.0266,0.0306,0.2196,226.02
17412,4417.52,32.54,19,2011-12-07 11:36:00,0.07334431988989298,4384.9800000000005,3507.9840000000004,0.007366123979065176,2,0.0123,0.0183,0.0056,0.0362,126.99
17413,560.14,0.0,2,2010-10-31 12:33:00,0.3127789481201128,560.14,448.112,0.0,404,0.0,0.0782,0.25,0.3282,147.07
17414,2249.52,0.0,6,2011-10-27 12:13:00,0.45759095273658384,2249.52,1799.616,0.0,43,0.0,0.1144,0.1194,0.2338,420.75
17415,507.84,0.0,1,2011-09-21 12:50:00,0.3347511027095148,507.84,406.272,0.0,79,0.0,0.0837,0.2194,0.3031,123.14
17416,17298.45,76.98,25,2011-11-10 12:47:00,0.03800918579410294,17221.47,13777.176000000001,0.004450109691908813,29,0.0074,0.0095,0.0806,0.0975,1343.27
17417,164.18,0.0,1,2010-06-09 10:00:00,0.21744426848580828,164.18,131.34400000000002,0.0,548,0.0,0.0544,0.25,0.3044,39.98
17418,670.0600000000001,0.0,3,2011-10-28 13:00:00,0.05283108975315644,670.0600000000001,536.0480000000001,0.0,41,0.0,0.0132,0.1139,0.1271,68.13
17419,6500.52,25.6,20,2011-11-28 13:47:00,0.04131977134136961,6474.92,5179.936000000001,0.003938146486742599,10,0.0066,0.0103,0.0278,0.0447,231.54
17420,1084.43,9.9,8,2011-10-20 14:52:00,0.06086146639248268,1074.53,859.624,0.009129219958872403,49,0.0152,0.0152,0.1361,0.1665,143.13
17421,1059.41,0.0,3,2010-11-18 16:57:00,0.06682965046582533,1059.41,847.5280000000001,0.0,385,0.0,0.0167,0.25,0.2667,226.04
17422,3594.76,253.11,20,2011-11-23 13:27:00,0.048893389266599155,3341.65,2673.32,0.0704108201938377,15,0.1174,0.0122,0.0417,0.1713,457.94
17423,1118.95,34.78,5,2011-10-25 16:49:00,0.09115688815407301,1084.17,867.3360000000001,0.031082711470575092,44,0.0518,0.0228,0.1222,0.1968,170.69
17425,759.17,0.0,2,2011-11-20 15:30:00,0.10788097527562998,759.17,607.336,0.0,18,0.0,0.027,0.05,0.077,46.76
17426,8077.77,471.40000000000003,17,2011-12-05 16:12:00,0.039565375097335036,7606.370000000001,6085.096000000001,0.05835769030314059,3,0.0973,0.0099,0.0083,0.1155,702.83
17427,100.8,0.0,1,2011-09-29 11:29:00,0.7023809523809523,100.8,80.64,0.0,71,0.0,0.1756,0.1972,0.3728,30.06
17428,31819.760000000002,581.7,51,2011-12-09 09:45:00,0.02884999761154704,31238.06,24990.448000000004,0.018281093257774415,0,0.0305,0.0072,0.0,0.0377,942.14
17429,1357.46,15.3,7,2011-08-11 10:13:00,0.07823434944676087,1342.16,1073.728,0.01127105034402487,120,0.0188,0.0196,0.25,0.2884,309.66
17430,735.17,0.0,4,2011-11-07 09:24:00,0.14146387910279257,735.17,588.136,0.0,32,0.0,0.0354,0.0889,0.1243,73.11
17431,403.3,0.0,1,2011-01-30 14:36:00,0.08628812298537068,403.3,322.64000000000004,0.0,312,0.0,0.0216,0.25,0.2716,87.63
17432,1751.39,0.0,9,2011-11-21 17:33:00,0.050131609749970024,1751.39,1401.112,0.0,17,0.0,0.0125,0.0472,0.0597,83.65
17433,569.96,0.0,2,2011-09-12 14:24:00,0.05245982174187662,569.96,455.9680000000001,0.0,87,0.0,0.0131,0.2417,0.2548,116.18
17434,2373.82,40.4,9,2011-12-07 13:16:00,0.050045917550614626,2333.42,1866.736,0.017018982062666922,1,0.0284,0.0125,0.0028,0.0437,81.58
17435,331.35,0.0,1,2010-10-24 13:55:00,0.12313263920325937,331.35,265.08000000000004,0.0,410,0.0,0.0308,0.25,0.2808,74.43
17436,534.06,12.75,7,2011-12-08 12:30:00,0.2798561959330413,521.31,417.048,0.023873722053701835,1,0.0398,0.07,0.0028,0.1126,46.96
17437,373.17,0.0,1,2010-06-28 11:11:00,0.05346088913899831,373.17,298.536,0.0,529,0.0,0.0134,0.25,0.2634,78.63
17438,1422.77,10.15,6,2011-04-06 17:16:00,0.07464312573360418,1412.62,1130.096,0.0071339710564602855,246,0.0119,0.0187,0.25,0.2806,317.1
17439,325.74,0.0,1,2010-02-22 12:48:00,0.3131331736968134,325.74,260.59200000000004,0.0,655,0.0,0.0783,0.25,0.3283,85.55
17440,323.58,9.32,6,2011-07-15 10:36:00,0.4238828110513629,314.26,251.40800000000002,0.028802769021571174,147,0.048,0.106,0.25,0.404,101.57
17441,293.35,0.0,1,2009-12-07 13:32:00,0.06954150332367479,293.35,234.68000000000004,0.0,731,0.0,0.0174,0.25,0.2674,62.75
17442,4620.3,119.6,23,2011-11-10 14:54:00,0.02155704175053568,4500.7,3600.56,0.02588576499361513,28,0.0431,0.0054,0.0778,0.1263,454.75
17443,534.24,0.0,1,2011-05-04 10:47:00,1.0,534.24,427.39200000000005,0.0,219,0.0,0.25,0.25,0.5,213.7
17444,2940.04,0.0,3,2011-07-15 12:05:00,0.1873920082719963,2940.04,2352.032,0.0,147,0.0,0.0468,0.25,0.2968,698.08
17446,120.9,0.0,2,2011-06-16 10:42:00,0.21836228287841192,120.9,96.72000000000001,0.0,176,0.0,0.0546,0.25,0.3046,29.46
17447,541.53,0.0,2,2011-10-30 14:18:00,0.12483149594666962,541.53,433.224,0.0,39,0.0,0.0312,0.1083,0.1395,60.43
